open_time,open,high,low,close,volume,close_time
1704067200000,42314.00,42335.80,42289.60,42331.90,289.641,1704067259999
1704067260000,42331.90,42353.10,42331.80,42350.40,202.444,1704067319999
1704067320000,42350.40,42370.80,42349.60,42360.20,271.521,1704067379999
1704067380000,42360.10,42405.80,42360.10,42405.80,392.238,1704067439999
1704067440000,42405.70,42437.20,42405.70,42437.10,568.366,1704067499999
1704067500000,42437.20,42447.60,42420.50,42444.90,321.122,1704067559999
1704067560000,42445.00,42470.00,42439.00,42468.20,251.858,1704067619999
1704067620000,42468.30,42474.10,42448.00,42453.80,206.698,1704067679999
1704067680000,42453.80,42459.30,42440.20,42459.30,100.040,1704067739999
1704067740000,42459.30,42460.50,42436.10,42446.80,114.285,1704067799999
1704067800000,42446.80,42479.20,42445.20,42476.90,153.044,1704067859999
1704067860000,42476.90,42520.90,42476.80,42515.40,272.666,1704067919999
1704067920000,42515.40,42515.50,42497.00,42497.10,183.610,1704067979999
1704067980000,42497.10,42522.20,42495.00,42519.20,152.033,1704068039999
1704068040000,42519.20,42535.00,42502.60,42532.50,138.422,1704068099999
1704068100000,42532.40,42558.00,42519.70,42549.10,355.086,1704068159999
1704068160000,42549.30,42603.20,42549.30,42580.50,350.894,1704068219999
1704068220000,42580.60,42580.60,42541.70,42542.20,215.976,1704068279999
1704068280000,42542.20,42542.30,42503.50,42514.50,228.238,1704068339999
1704068340000,42514.50,42516.40,42494.10,42494.10,141.038,1704068399999
1704068400000,42494.10,42506.00,42491.10,42498.70,77.409,1704068459999
1704068460000,42498.80,42498.90,42484.40,42486.40,105.509,1704068519999
1704068520000,42486.30,42503.00,42486.30,42500.60,91.012,1704068579999
1704068580000,42500.50,42514.40,42500.30,42503.90,65.579,1704068639999
1704068640000,42504.00,42533.10,42503.90,42509.40,78.954,1704068699999
1704068700000,42509.40,42542.30,42500.00,42542.30,102.642,1704068759999
1704068760000,42542.20,42542.30,42500.00,42500.00,83.171,1704068819999
1704068820000,42500.00,42513.00,42467.00,42471.70,194.193,1704068879999
1704068880000,42471.80,42477.50,42452.90,42457.70,131.748,1704068939999
1704068940000,42457.70,42462.90,42449.10,42458.50,100.579,1704068999999
1704069000000,42458.40,42458.40,42428.50,42428.50,118.719,1704069059999
1704069060000,42428.40,42428.40,42411.40,42420.30,188.465,1704069119999
1704069120000,42420.30,42439.00,42405.00,42405.00,106.331,1704069179999
1704069180000,42405.10,42412.30,42402.50,42411.40,111.200,1704069239999
1704069240000,42411.40,42411.40,42386.40,42399.60,182.311,1704069299999
1704069300000,42399.60,42399.60,42386.20,42396.00,87.415,1704069359999
1704069360000,42396.10,42419.20,42389.20,42414.00,196.200,1704069419999
1704069420000,42414.00,42450.00,42411.00,42447.00,118.717,1704069479999
1704069480000,42447.00,42453.30,42436.30,42438.50,63.841,1704069539999
1704069540000,42438.60,42481.90,42438.50,42481.90,132.286,1704069599999
1704069600000,42481.90,42485.70,42470.70,42480.10,129.405,1704069659999
1704069660000,42480.20,42480.20,42456.50,42460.80,34.156,1704069719999
1704069720000,42460.80,42463.00,42447.60,42463.00,29.566,1704069779999
1704069780000,42463.00,42468.10,42451.50,42451.50,80.265,1704069839999
1704069840000,42451.50,42476.40,42437.90,42474.50,105.340,1704069899999
1704069900000,42474.50,42494.80,42474.50,42494.80,85.954,1704069959999
1704069960000,42494.70,42498.60,42491.30,42492.70,50.444,1704070019999
1704070020000,42492.60,42492.60,42475.30,42475.30,54.219,1704070079999
1704070080000,42475.40,42476.40,42463.70,42463.70,54.122,1704070139999
1704070140000,42463.50,42463.50,42449.10,42452.60,37.395,1704070199999
1704070200000,42452.60,42473.40,42451.10,42473.30,24.752,1704070259999
1704070260000,42473.40,42476.00,42466.80,42472.10,40.760,1704070319999
1704070320000,42472.10,42476.00,42472.00,42475.90,28.469,1704070379999
1704070380000,42475.90,42476.90,42471.70,42476.70,35.603,1704070439999
1704070440000,42476.80,42494.90,42476.70,42494.90,27.995,1704070499999
1704070500000,42494.90,42499.00,42485.70,42498.90,45.790,1704070559999
1704070560000,42499.00,42519.40,42498.90,42514.40,101.611,1704070619999
1704070620000,42514.30,42527.20,42509.60,42527.20,81.701,1704070679999
1704070680000,42527.10,42527.10,42509.40,42520.70,98.775,1704070739999
1704070740000,42520.70,42520.80,42503.50,42503.50,67.654,1704070799999
1704070800000,42503.50,42503.60,42484.60,42484.70,107.554,1704070859999
1704070860000,42484.60,42484.70,42475.40,42475.50,48.550,1704070919999
1704070920000,42475.50,42494.10,42467.40,42494.00,118.094,1704070979999
1704070980000,42494.10,42500.50,42469.20,42475.50,83.397,1704071039999
1704071040000,42475.60,42475.60,42464.80,42464.80,26.346,1704071099999
1704071100000,42464.80,42475.50,42462.00,42475.50,42.972,1704071159999
1704071160000,42475.50,42491.20,42466.80,42491.20,45.800,1704071219999
1704071220000,42491.20,42491.20,42475.80,42485.60,55.211,1704071279999
1704071280000,42485.70,42485.70,42478.30,42480.70,20.513,1704071339999
1704071340000,42480.70,42480.70,42467.50,42472.50,56.528,1704071399999
1704071400000,42472.40,42493.60,42472.40,42477.50,117.072,1704071459999
1704071460000,42477.40,42481.50,42477.40,42477.40,18.709,1704071519999
1704071520000,42477.40,42487.30,42473.90,42487.30,25.669,1704071579999
1704071580000,42487.30,42510.40,42487.20,42510.40,38.041,1704071639999
1704071640000,42510.40,42510.40,42497.50,42497.60,45.818,1704071699999
1704071700000,42497.60,42513.90,42497.50,42513.90,54.282,1704071759999
1704071760000,42514.40,42530.00,42514.30,42529.90,60.706,1704071819999
1704071820000,42530.00,42530.00,42525.10,42529.30,25.676,1704071879999
1704071880000,42529.20,42533.30,42520.60,42520.70,32.073,1704071939999
1704071940000,42520.70,42533.70,42510.30,42532.60,82.716,1704071999999
1704072000000,42532.60,42538.90,42532.50,42535.30,55.925,1704072059999
1704072060000,42535.30,42554.90,42535.30,42538.00,127.896,1704072119999
1704072120000,42538.00,42540.10,42532.10,42532.20,25.198,1704072179999
1704072180000,42532.10,42532.20,42520.00,42520.00,31.667,1704072239999
1704072240000,42520.00,42520.10,42509.30,42511.40,76.390,1704072299999
1704072300000,42510.90,42523.00,42510.90,42519.10,35.508,1704072359999
1704072360000,42519.10,42544.90,42502.70,42544.80,129.825,1704072419999
1704072420000,42544.80,42546.10,42540.00,42546.10,22.390,1704072479999
1704072480000,42546.10,42546.10,42534.00,42534.00,29.690,1704072539999
