open_time,open,high,low,close,volume,close_time
1733011200000,96475.20,96475.20,96428.50,96428.50,43.616,1733011259999
1733011260000,96428.60,96451.00,96402.60,96409.50,54.739,1733011319999
1733011320000,96409.60,96485.40,96409.50,96484.80,38.498,1733011379999
1733011380000,96484.80,96558.50,96467.80,96558.50,79.608,1733011439999
1733011440000,96558.40,96594.80,96558.40,96576.20,132.112,1733011499999
1733011500000,96576.20,96594.70,96550.00,96567.00,69.676,1733011559999
1733011560000,96566.90,96584.20,96547.60,96547.60,57.943,1733011619999
1733011620000,96547.60,96568.00,96547.60,96560.50,15.953,1733011679999
1733011680000,96560.50,96603.50,96560.40,96603.40,38.892,1733011739999
1733011740000,96603.50,96614.10,96601.10,96614.10,39.287,1733011799999
1733011800000,96614.10,96653.30,96614.00,96640.60,82.572,1733011859999
1733011860000,96640.70,96640.70,96616.50,96616.70,96.738,1733011919999
1733011920000,96616.60,96616.70,96600.00,96600.10,19.899,1733011979999
1733011980000,96600.10,96616.60,96600.00,96616.00,53.945,1733012039999
1733012040000,96615.90,96646.30,96615.90,96632.40,50.504,1733012099999
1733012100000,96632.50,96642.40,96585.30,96642.30,77.157,1733012159999
1733012160000,96642.30,96653.30,96603.50,96624.40,92.047,1733012219999
1733012220000,96624.30,96624.40,96589.40,96589.50,70.692,1733012279999
1733012280000,96589.50,96601.90,96569.70,96600.00,47.199,1733012339999
1733012340000,96599.90,96630.70,96589.80,96627.80,31.708,1733012399999
1733012400000,96627.80,96653.30,96627.70,96653.30,34.531,1733012459999
1733012460000,96653.30,96668.60,96639.40,96639.40,45.976,1733012519999
1733012520000,96639.50,96645.40,96611.60,96634.20,28.742,1733012579999
1733012580000,96634.20,96634.20,96592.30,96616.50,17.461,1733012639999
1733012640000,96616.50,96624.00,96590.10,96623.90,12.745,1733012699999
1733012700000,96624.00,96685.90,96624.00,96685.70,39.646,1733012759999
1733012760000,96685.70,96685.80,96612.50,96612.50,21.091,1733012819999
1733012820000,96612.60,96650.20,96585.40,96650.10,44.797,1733012879999
1733012880000,96650.20,96675.00,96640.40,96675.00,30.973,1733012939999
1733012940000,96675.00,96675.00,96665.70,96669.50,18.066,1733012999999
1733013000000,96669.60,96694.60,96667.00,96684.80,36.393,1733013059999
1733013060000,96684.20,96684.20,96668.90,96676.40,21.929,1733013119999
1733013120000,96676.30,96690.60,96650.60,96690.60,55.471,1733013179999
1733013180000,96690.50,96717.70,96681.80,96717.60,60.959,1733013239999
1733013240000,96717.60,96746.30,96715.00,96746.30,50.882,1733013299999
1733013300000,96746.30,96746.30,96710.40,96721.40,27.890,1733013359999
1733013360000,96721.40,96723.80,96673.40,96673.40,67.350,1733013419999
1733013420000,96673.40,96703.40,96596.70,96609.60,110.101,1733013479999
1733013480000,96609.70,96610.90,96546.60,96561.60,121.068,1733013539999
1733013540000,96561.60,96576.40,96543.10,96559.20,81.484,1733013599999
1733013600000,96559.20,96572.90,96502.90,96516.70,48.776,1733013659999
1733013660000,96516.70,96516.80,96441.30,96441.30,99.161,1733013719999
1733013720000,96441.30,96447.50,96401.00,96433.00,119.983,1733013779999
1733013780000,96433.10,96433.10,96390.50,96395.90,76.010,1733013839999
1733013840000,96395.90,96395.90,96313.00,96346.10,226.749,1733013899999
1733013900000,96346.20,96448.40,96337.10,96439.00,152.650,1733013959999
1733013960000,96439.00,96458.30,96399.70,96409.00,98.579,1733014019999
1733014020000,96409.10,96446.90,96378.60,96407.20,171.489,1733014079999
1733014080000,96407.20,96465.10,96335.90,96409.30,253.480,1733014139999
1733014140000,96409.40,96485.60,96371.40,96485.50,120.659,1733014199999
1733014200000,96485.50,96485.60,96415.60,96458.80,55.908,1733014259999
1733014260000,96458.70,96485.20,96442.80,96442.80,38.454,1733014319999
