open_time,open,high,low,close,volume,close_time
1730419200000,70321.90,70345.40,70288.50,70343.30,453.167,1730419259999
1730419260000,70343.20,70352.80,70330.00,70345.70,113.654,1730419319999
1730419320000,70345.70,70358.40,70300.00,70338.20,155.416,1730419379999
1730419380000,70338.20,70388.70,70338.20,70378.20,100.091,1730419439999
1730419440000,70378.20,70378.20,70360.20,70378.20,63.217,1730419499999
1730419500000,70378.10,70460.90,70378.10,70447.50,163.303,1730419559999
1730419560000,70447.50,70454.60,70422.00,70447.50,51.647,1730419619999
1730419620000,70447.50,70473.10,70440.60,70451.10,64.068,1730419679999
1730419680000,70451.00,70451.10,70421.60,70421.70,66.363,1730419739999
1730419740000,70421.60,70421.70,70386.00,70408.10,44.093,1730419799999
1730419800000,70408.00,70408.10,70370.00,70389.30,52.361,1730419859999
1730419860000,70389.30,70415.50,70385.20,70407.00,42.356,1730419919999
1730419920000,70407.00,70412.40,70378.00,70385.10,47.856,1730419979999
1730419980000,70385.10,70458.00,70385.10,70458.00,74.615,1730420039999
1730420040000,70458.00,70481.80,70457.90,70481.70,34.420,1730420099999
1730420100000,70481.80,70491.10,70440.50,70457.20,101.993,1730420159999
1730420160000,70457.10,70479.10,70430.50,70437.00,53.683,1730420219999
1730420220000,70437.00,70451.00,70437.00,70450.90,18.338,1730420279999
1730420280000,70451.00,70500.00,70450.90,70480.70,119.029,1730420339999
1730420340000,70480.80,70484.50,70453.10,70484.50,50.937,1730420399999
1730420400000,70484.50,70494.40,70454.50,70461.30,65.388,1730420459999
1730420460000,70461.40,70469.60,70441.00,70441.00,95.809,1730420519999
1730420520000,70441.00,70443.90,70387.00,70387.00,119.994,1730420579999
1730420580000,70387.00,70422.80,70387.00,70422.80,29.492,1730420639999
1730420640000,70422.80,70425.10,70399.90,70424.30,41.987,1730420699999
1730420700000,70424.40,70440.40,70408.50,70435.80,15.105,1730420759999
1730420760000,70435.80,70435.80,70405.50,70415.20,35.631,1730420819999
1730420820000,70415.20,70487.00,70415.20,70487.00,55.191,1730420879999
1730420880000,70486.90,70492.30,70437.60,70437.60,149.507,1730420939999
1730420940000,70437.60,70471.80,70437.60,70450.70,63.063,1730420999999
1730421000000,70450.70,70450.80,70426.00,70445.00,64.932,1730421059999
1730421060000,70444.10,70444.10,70389.40,70395.40,62.213,1730421119999
1730421120000,70395.40,70402.40,70363.70,70363.80,94.188,1730421179999
1730421180000,70363.70,70363.80,70325.40,70325.40,80.553,1730421239999
1730421240000,70325.40,70325.50,70243.10,70255.20,429.647,1730421299999
1730421300000,70255.20,70268.60,70231.00,70249.00,190.417,1730421359999
1730421360000,70249.00,70267.40,70234.40,70234.40,76.914,1730421419999
1730421420000,70234.40,70258.70,70224.50,70226.10,168.927,1730421479999
1730421480000,70226.00,70235.90,70222.00,70222.00,166.139,1730421539999
1730421540000,70222.00,70222.10,70160.90,70171.50,589.289,1730421599999
1730421600000,70171.50,70234.60,70171.50,70223.10,169.041,1730421659999
1730421660000,70223.10,70249.90,70217.00,70247.10,74.219,1730421719999
1730421720000,70247.00,70325.40,70246.90,70313.40,162.556,1730421779999
1730421780000,70313.40,70316.40,70285.60,70285.70,48.857,1730421839999
1730421840000,70285.60,70285.60,70261.20,70275.10,80.390,1730421899999
1730421900000,70275.10,70280.20,70245.10,70252.30,87.269,1730421959999
1730421960000,70252.30,70285.00,70232.90,70285.00,129.059,1730422019999
1730422020000,70285.20,70368.00,70285.10,70322.10,176.692,1730422079999
1730422080000,70322.20,70376.00,70322.10,70365.20,98.332,1730422139999
1730422140000,70365.20,70405.70,70353.00,70403.90,196.925,1730422199999
1730422200000,70403.90,70403.90,70345.70,70346.30,72.095,1730422259999
1730422260000,70346.30,70352.20,70338.50,70343.50,58.808,1730422319999
1730422320000,70343.50,70350.00,70325.50,70325.60,44.574,1730422379999
1730422380000,70325.50,70331.30,70307.60,70307.70,44.145,1730422439999
1730422440000,70307.60,70309.50,70295.80,70300.10,38.998,1730422499999
1730422500000,70300.10,70300.10,70263.10,70267.80,76.013,1730422559999
1730422560000,70267.70,70279.60,70267.70,70270.90,29.950,1730422619999
1730422620000,70270.90,70270.90,70250.00,70255.90,66.048,1730422679999
1730422680000,70255.80,70255.80,70198.80,70198.80,104.982,1730422739999
1730422740000,70198.80,70206.80,70188.60,70188.60,69.593,1730422799999
1730422800000,70188.70,70218.90,70185.10,70213.90,154.953,1730422859999
